Thumbnail,Rating,Year,Summary,Title,MovieId 
"https://m.media-amazon.com/images/M/MV5BNDI4YTJiZjgtY2RlNy00NTZjLWE2MTctZjFlNzFjODhkYjBjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.6,1994,"    Henry Hackett is the editor of a New York City tabloid. He is a workaholic who loves his job, but the long hours and low pay are leading to discontent. Also, publisher Bernie White faces financial straits, and has hatchetman Alicia Clark, Henry's nemesis, impose unpopular cutbacks. Henry's wife Martha, a hugely pregnant former reporter of his, is fed up because he has so little time for his family. He is therefore considering an offer from Paul Bladden to edit a paper like the New York Times, which would mean more money, shorter hours, more respectability...but might also be a bit boring for his tastes. But a hot story soon confronts Henry with tough decisions.Written byReid Gagle ","Paper, The (1994)",371
"https://m.media-amazon.com/images/M/MV5BZWY1ZGEyY2YtNWZhNS00OGZhLTg3OWEtODE2M2U5NjE4YmUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.6,1994,"    In this study of Generation X manners, Lelaina, the valedictorian of her college class, camcords her friends in a mock documentary of posteducation life. Troy is her best friend, a perpetually unemployed musical slacker. Vickie is a manager at the Gap who worries about the results of an AIDS test, while Sammy has problems grappling with his sexuality. When Lelaina meets Michael, an earnest video executive who takes her homemade video to his MTV-like station, she must decide what she values--the materialism of yuppie Michael or the philosophical musings of Troy.Written byRick Gregory <rag.apa@email.apa.org> ",Reality Bites (1994),372
"https://m.media-amazon.com/images/M/MV5BNzhiMTQxYzMtOWI4NS00NWJiLWE5MDMtMmIzNjMxODNjZjBlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",7.0,1993,"    When a promised job for Texan Michael fails to materialise in Wyoming, Mike is mistaken by Wayne to be the hitman he hired to kill his unfaithful wife, Suzanne. Mike takes full advantage of the situation, collects the money and runs. During his getaway, things go wrong, and soon get worse when he runs into the real hitman, Lyle.Written byRob Hartill ",Red Rock West (1992),373
"https://m.media-amazon.com/images/M/MV5BOWRhMWEzMjMtYTFiYS00MTNlLWIxZTItNjEwZGQ1NDk3Y2NmXkEyXkFqcGdeQXVyODU4MjAxOQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.3,1994,"    The richest kid in the world, Richie Rich, has everything he wants, except companionship. While representing his father at a factory opening, he sees some kids playing baseball across the street. Richie wants to join in, but they don't want him around. When a plot to kill the Rich family is devised by Rich Industries' top executive, Laurence Van Dough, Richie must take over control of the company while searching for his lost parents with the help of some new friends.Written byMark J. Popp <poppmj@cadvision.com> ",Richie Rich (1994),374
,6.4,1994,"    The teacher Gail Hartman is facing problems with her marriage with her husband, the workaholic architect Tom Hartman. On the birthday of their son Roarke, Gail decides to leave her daughter with her parents and take her family to raft down a wild river where she was a guide. On the departure, a young man named Wade befriends Roarke and leaves the place with his friends Terry and Frank. Later the family encounters Wade and Terry, who do not have rafting experience, and Gail helps them to cross a whitewater. They get closer to the family and soon Gail and Tom learn a dark secret about Wade and Terry. What will they do to get rid of the men?Written byClaudio Carvalho, Rio de Janeiro, Brazil ","River Wild, The (1994)",376
"https://m.media-amazon.com/images/M/MV5BYjc0MjYyN2EtZGRhMy00NzJiLWI2Y2QtYzhiYTU3NzAxNzg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",7.2,1994,"    Bomber terrorist's elevator plan backfires, so he rigs a bomb to a LA city bus. The stipulation is: once armed, the bus must stay above 50 mph to keep from exploding. Also if LAPD Officer tries to unload any passengers off, Payne will detonate it. Joe Morton co-stars as Jack's superior, and Jeff Daniels supports Jack helping him try to defuse the bomb.Written byKris Hopson ",Speed (1994),377
"https://m.media-amazon.com/images/M/MV5BYmMyMWY0MmMtYTQyZS00NDI4LTk4OTQtY2MxOGMwNzNjMWVmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",5.7,1994,"    Meeting each other for the first time in the gift shop of the Las Cruces, New Mexico hotel where they are both staying, there is an undeniable and mutual attraction between Julia Mann and Kevin Vallick, with things they share being their insomnia and both being writers. That attraction may take a turn when they find out at an inopportune time that he is now not the television sitcom writer she believed him to be and she is now not the reporter he believed her to be, but rather they are both speechwriters for opposing candidates for the one open New Mexico senate seat, she writing for Democrat Lloyd Wannamaker, and he writing for Republican Ray Garvin. Beyond issues within their respective campaigns they may have let slip in their pillow talk, they have to decide if love and politics can mix. Their situation is further complicated by: Julia's ex-fiancé, war correspondent Robert Freed - nicknamed Baghdad Bob - trying to win her back, she who broke up with him believing he wanted a ...Written byHuggo ",Speechless (1994),378
"https://m.media-amazon.com/images/M/MV5BOGUxOTI3OGUtY2UyYS00NzRmLTk2ODQtMGRjZGY2Mjk5NTczXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",5.8,1994,"    When the ability to travel through time is perfected, a new type of law enforcement agency is formed. It's called Time Enforcement Commission or TEC. A cop, Max Walker, is assigned to the group. On the day he was chosen, some men attack him and kill his wife. Ten years later Max is still grieving but has become a good agent for the TEC. He tracks down a former co-worker who went into the past to make money. Max brings him back for sentencing but not after telling Max that Senator McComb, the man in charge of TEC, sent him. Max has his eye on McComb.Written byrcs0411@yahoo.com ",Timecop (1994),379
"https://m.media-amazon.com/images/M/MV5BYzg5YmUyNGMtMThiNS00MjA2LTgwZDctNDlhM2RkZDNmZmRkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",7.2,1994,"    Harry Tasker (Arnold Schwarzenegger) leads a double life. At work he is a government agent with a license to do just about anything, while at home he pretends to be a dull computer salesman. He is on the trail of stolen nuclear weapons that are in the hands of fanatic terrorists when something more important comes up. Harry finds his wife is seeing another man (Bill Paxton) because she needs some adventure in her life. Harry decides to give it to her, juggling pursuit of terrorists on one hand and an adventure for his wife on the other while showing he can Tango all at once.Written byJohn Vogel <jlvogel@comcast.net> ",True Lies (1994),380
"https://m.media-amazon.com/images/M/MV5BODBhYzRiN2ItYjgxMS00MGUwLTg2ODEtY2UzYWM1NzdlYjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.6,1994,    The seemingly perfect relationship between a man and his wife is tested as a result of her alcoholism.,When a Man Loves a Woman (1994),381
"https://m.media-amazon.com/images/M/MV5BMjY3NTgxZGItMWU2Mi00OTQ0LTg2OGQtYWI3NzU4MTYxMTBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.2,1994,"    Worn down and out of luck, aging publisher Will Randall is at the end of his rope when a younger co-worker snatches both his job and wife out from under his nose. But after being bitten by a wolf, Will suddenly finds himself energized, more competitive than ever, and possessed with amazingly heightened senses. Meanwhile, the beautiful daughter of his shrewd boss begins to fall for him - without realizing that the man she's begun to love is gradually turning into the creature by which he was bitten.Written byMark Neuenschwander, <retro_critic@swiftboard.com> with basic grammar corrections by Brooks ",Wolf (1994),382
"https://m.media-amazon.com/images/M/MV5BZjU1ZWIxZTgtMzcxMS00NTA4LTliNDMtMzY1MjA2N2EzMzQ1XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.7,1994,    Wyatt Earp is a movie about a man and his family. The movie shows us the good times and the bad times of one of the West's most famous individuals.Written byJimmy Anderson <jimmy@wnm.net> ,Wyatt Earp (1994),383
"https://m.media-amazon.com/images/M/MV5BZDNkMGQwNTYtYTJjYi00NTk4LTllYTktMzVhYTkxNWZjNmU2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.4,1995,"    Nelson Crowe is a CIA operative under the thumb of the Company for a disputed delivery of $50,000 in gold. They blackmail him into working for the Grimes Organization, which is set up as a private company for hire, to blackmail prominent individuals. Crowe, working with Margaret Wells (another former Covert Operations operative), blackmails and bribes a State Supreme Court judge, but the deal sours. One of Crowe's co-workers, Tod Stapp, discovers Crowe's current CIA involvement in a plot to overthrow Grimes, and blackmails him to be cut in on the deal. More blackmail occurs as Wells manipulates Crowe to kill Grimes, then the CIA uses that discovery to blackmail Wells into killing Crowe. Who can you trust???Written byTad Dibbern <DIBBERN_D@a1.mscf.upenn.edu> ",Bad Company (1995),384
"https://m.media-amazon.com/images/M/MV5BMTM0MTQxOTIwM15BMl5BanBnXkFtZTcwMTUyMTkxMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.8,1994,"    Alfie Byrne is a middle-aged bus conductor in Dublin in 1963. He would appear to live a life of quiet desperation: he's gay, but firmly closeted, and his sister is always trying to find him ""the right girl"". His passion is Oscar Wilde, his hobby is putting on amateur theatre productions in the local church hall. We follow him as he struggles with temptation, friendship, disapproval, and the conservative yet oddly lyrical world of Ireland in the early 1960s.Written byMichael C. Berch <mcb@postmodern.com> ","Man of No Importance, A (1994)",385
"https://m.media-amazon.com/images/M/MV5BMTU4MTk0NjU3N15BMl5BanBnXkFtZTcwMzQxMTE3NA@@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",5.9,1994,"    Cliff Spab is a guy who doesn't really care about anything. He gets held hostage at a store for 36 days by terrorists, who demand that the entire thing be broadcast on national television. Cliff ends up taking a bullet for fellow hostage Wendy - making him a national hero. The two are the sole survivors of the ordeal, and soon become prisoners of the media. Cliff escapes it all, only to find himself being pushed further away from Wendy when he needs her most.Written byWildwoodFlower08 ",S.F.W. (1994),386
"https://m.media-amazon.com/images/M/MV5BMmE2Y2FmNmEtNzc5OC00OTUyLThlY2QtODQ4NTI4OTJhMzAwXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.9,1994,"    A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money.During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.Written byAnonymous ","Low Down Dirty Shame, A (1994)",387
,7.2,1994,"    Each of the three short films in this collection presents a young gay man at the threshold of adulthood. In ""Pool Days,"" Justin is a 17-year old Bethesda lad, hired as the evening life guard at a fitness center. In the course of the summer, he realizes and embraces that he's gay. In ""A Friend of Dorothy,"" Winston arrives from upstate for his freshman year at NYU. He has to figure out, with some help from Anne, a hometown friend, how to build a social life as a young gay man in the city. In ""The Disco Years,"" Tom looks back on 1978, the year in high school that he came out of the closet after one joyful and several painful encounters.Written by<jhailey@hotmail.com> ",Boys Life (1995),388
,7.0,1994,"    Colonel Chabert has been severely wounded in the French-Russian Napoleonic war to the point that the medical examiner has signed his death certificate. When he regains his health and memory, he goes back to Paris, where his ""widow"", Anne has married the Count Ferraud and is financing his rise to power using Chabert's money. Chabert hires a lawyer to help him get back his money and his honor.Written byDragomir R. Radev <radev@cs.columbia.edu> ","Colonel Chabert, Le (1994)",389
"https://m.media-amazon.com/images/M/MV5BMTgzMjQ1MjIwM15BMl5BanBnXkFtZTcwODIzOTkyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.6,1994,"    The story of a young man, Jason (Allen Payne) who must confront his trauma-induced insecurity about love, as well as a sense of owed responsibility to his mother and troubled brother Joshua (Bokeem Woodbine). Jason, an assistant manager and sales clerk at an electronics store, falls in love with Lyric (Jada Pinkett Smith) and finds happiness, but his family history and mentally ill war veteran father, Maddog (Forest Whitaker) plague his life's plans before he can leave it all for a better life.Written bybd64kcmo ",Jason's Lyric (1994),391
"https://m.media-amazon.com/images/M/MV5BY2JhYjUzYzAtMWFhMi00YzIyLTllZGQtMTAzNThkNTJhNTBmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",3.9,1994,"    Col. William Guile leads an army of soldiers into the country of Shadaloo to find traces to lead him to General M. Bison, who has captured many people including three missing soldiers. Among them is Carlos ""Charlie"" Blanka, in which Bison decides to turn into a hideous mutant. On the other hand, Chun Li is a reporter who seeks revenge against Bison for the death of her father years ago. Then two small time hustlers Ryu and Ken, are arrested along with Sagat, a powerful arms dealer and Vega for dealing of illegal weapons. Guile recruits them in order to find Bison's base. Now Guile, T. Hawk, Cammy, Ryu, Ken, Chun Li, Balrog and E. Honda have three days before Bison murders the hostages and takes over the world.Written byEmphinix ",Street Fighter (1994),393
